% Edge sensor logfile normalized 'log_20240212_161115.188/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1707750675.3491 501 483 505 535 571 590 611 657  0.0000
1707750675.3563 617 626 675 665 664 675 699 777  0.0169
1707750675.3643 630 643 668 672 678 668 691 750  0.0145
1707750675.3717 628 640 656 663 667 670 685 750  0.0132
1707750675.3799 628 648 670 679 673 677 695 752  0.0156
1707750675.3879 622 643 673 682 682 694 700 772  0.0171
1707750675.3964 617 641 657 662 657 666 685 757  0.0136
1707750675.4041 624 647 675 670 666 670 681 742  0.0118
1707750675.4125 619 636 668 656 669 666 689 752  0.0141
1707750675.4199 624 640 675 665 674 680 697 757  0.0163
1707750675.4284 624 647 671 670 671 682 700 780  0.0171
1707750675.4371 641 654 675 679 682 689 697 765  0.0164
1707750675.4445 630 641 677 677 674 698 710 782  0.0314
1707750675.4518 624 643 668 667 660 671 691 735  0.0136
1707750675.4603 624 638 670 668 674 668 697 762  0.0164
1707750675.4677 630 647 666 668 673 684 704 775  0.0206
1707750675.4766 624 633 657 675 676 671 700 760  0.0171
1707750675.4849 602 631 657 656 662 673 691 752  0.0146
1707750675.4922 615 636 668 651 662 650 673 732  0.0093
1707750675.5007 624 638 678 670 664 668 700 757  0.0171
1707750675.5090 630 641 671 667 671 668 693 750  0.0150
1707750675.5163 634 643 670 667 669 677 697 757  0.0163
1707750675.5243 619 657 677 670 674 680 691 765  0.0151
1707750675.5322 636 647 678 674 680 686 702 767  0.0193
1707750675.5487 611 640 670 670 674 673 700 760  0.0171
1707750675.5553 619 641 680 665 669 675 693 772  0.0156
1707750675.5582 626 635 666 663 669 677 695 757  0.0158
1707750675.5641 609 648 675 663 678 673 700 747  0.0171
1707750675.5725 607 631 661 655 648 654 677 745  0.0113
1707750675.5860 626 633 661 653 660 668 681 740  0.0116
1707750675.5888 628 641 657 662 676 671 697 760  0.0163
1707750675.5979 626 638 659 675 669 671 691 767  0.0151
1707750675.6053 617 636 663 662 655 664 691 762  0.0150
1707750675.6123 643 654 673 663 671 682 689 737  0.0132
1707750675.6205 647 650 675 686 682 693 706 760  0.0251
1707750675.6301 624 641 675 677 678 684 704 770  0.0206
1707750675.6431 632 636 663 667 660 680 697 765  0.0164
1707750675.6455 619 638 656 660 664 671 704 747  0.0192
1707750675.6526 617 645 666 662 667 663 695 750  0.0156
1707750675.6603 619 621 654 660 653 663 683 750  0.0128
1707750675.6677 630 635 659 674 664 654 689 747  0.0139
1707750675.6767 624 636 671 662 666 675 691 747  0.0144
1707750675.6842 630 635 664 665 658 675 685 757  0.0136
1707750675.6924 630 638 668 665 664 671 691 730  0.0132
1707750675.7011 628 647 675 677 669 664 689 765  0.0147
1707750675.7077 668 659 680 682 685 686 704 790  0.0210
1707750675.7160 639 636 664 665 673 664 687 767  0.0144
